no,ponpes,text_combined,sentimen_lexicon,aspek_manual
380,Ponpes Syekh Hasan Yamani,masya allah smoga sehat slalu santri yamani smoga kelak kalian jadi anak sukses amiiiiiiin potret suasana santri buka puasa nisfu sya ban h,Positif,Kegiatan Pondok
381,Ponpes Syekh Hasan Yamani,masya allah anak shaleh sehat slamanya aamiin potret suasana santri buka puasa nisfu sya ban h,Positif,Kegiatan Pondok
382,Ponpes Syekh Hasan Yamani,masya allah anak sholeh sehat selalu pondok nak potret suasana santri buka puasa nisfu sya ban h,Netral,Kegiatan Pondok
383,Ponpes Syekh Hasan Yamani,maasya allah potret suasana santri buka puasa nisfu sya ban h,Positif,Kegiatan Pondok
384,Ponpes Syekh Hasan Yamani,masyaallah tabarakallah potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
385,Ponpes Syekh Hasan Yamani,selamat sore anak anak santri potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
386,Ponpes Syekh Hasan Yamani,sore kak potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
387,Ponpes Syekh Hasan Yamani,masya allah ubur ubur ikan lele ayo hasan yamani leee,Positif,Akademik
388,Ponpes Syekh Hasan Yamani,fajri rahmawati pondok fahmi ee ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
389,Ponpes Syekh Hasan Yamani, ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
390,Ponpes Syekh Hasan Yamani, ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
391,Ponpes Syekh Hasan Yamani,keren ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
392,Ponpes Syekh Hasan Yamani,pernah timba ilmu sini sudah lupa ntah tahun berpa xd xd di jaman sekarang ada tenaga didik gontor di kirim kesini ubur ubur ikan lele ayo hasan yamani leee,Negatif,Akademik
393,Ponpes Syekh Hasan Yamani, ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
394,Ponpes Syekh Hasan Yamani,sehat sllu nak santri ubur ubur ikan lele ayo hasan yamani leee,Negatif,Akademik
395,Ponpes Syekh Hasan Yamani, ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
396,Ponpes Syekh Hasan Yamani,semangat ajar kelas a kmi muadalah putra,Negatif,Sosial
397,Ponpes Syekh Hasan Yamani,senantiasa beri nikmat sehat berkah buat didik pondok phy santri kelas a kmi muadalah putra,Negatif,Sosial
398,Ponpes Syekh Hasan Yamani,aamiin rabb kelas a kmi muadalah putra,Negatif,Sosial
399,Ponpes Syekh Hasan Yamani,masyaallah semangat sll y ananda smoga sll sehat kelas a kmi muadalah putra,Negatif,Sosial
400,Ponpes Syekh Hasan Yamani,masyaallah kelas anak kelas a kmi muadalah putra,Negatif,Sosial
401,Ponpes Syekh Hasan Yamani,moga selalu istiqomah anak anak soleh kelas a kmi muadalah putra,Negatif,Kegiatan Pondok
402,Ponpes Syekh Hasan Yamani,masya allah insyaa allah istiqomah penuh berkah sehat selalu seluruh santri asatidz asatidzah phy aamiin kelas a kmi muadalah putra,Positif,Kegiatan Pondok
403,Ponpes Syekh Hasan Yamani,masya allah sht selalu anak sayang sakit kasi anak mhn do anya semua cpt sembuh kelas a kmi muadalah putra,Negatif,Sosial
404,Ponpes Syekh Hasan Yamani,amien kelas a kmi muadalah putra,Negatif,Sosial
405,Ponpes Syekh Hasan Yamani,amien kelas a kmi muadalah putra,Negatif,Sosial
406,Ponpes Syekh Hasan Yamani,rindu suasana mondok hasan yamani pagi rindu,Negatif,Kegiatan Pondok
407,Ponpes Syekh Hasan Yamani,smangat belajarx nak haikal moga kelak jd hafiz qur an pagi rindu,Negatif,Umum
408,Ponpes Syekh Hasan Yamani,assalamualaikum ijin lewat kak adek siapa tau butuh ki kurir pagi rindu,Negatif,Kualitas Guru
409,Ponpes Syekh Hasan Yamani,tetap semangat komando liput hiking atas udara,Negatif,Lingkungan
410,Ponpes Syekh Hasan Yamani,selalu senyum selalu semngat meski jauh dr orang tua anak anak sholeh liput hiking atas udara,Negatif,Kegiatan Pondok
411,Ponpes Syekh Hasan Yamani,sehat selalu anak sholeh liput hiking atas udara,Negatif,Kegiatan Pondok
412,Ponpes Syekh Hasan Yamani,semngat anak soleh latih laskar scout,Negatif,Fasilitas
413,Ponpes Syekh Hasan Yamani,sehat selalu anak solehku fahmih fahrezy latih laskar scout,Negatif,Fasilitas
414,Ponpes Syekh Hasan Yamani,semangat nak accank latih laskar scout,Negatif,Fasilitas
415,Ponpes Syekh Hasan Yamani,semangat nak latih laskar scout,Negatif,Fasilitas
416,Ponpes Syekh Hasan Yamani,semangat anak anak sholeh latih laskar scout,Negatif,Fasilitas
417,Ponpes Syekh Hasan Yamani,semngat selalu anak anak soleh waktu tualang,Negatif,Kegiatan Pondok
418,Ponpes Syekh Hasan Yamani,semangat selalu anak anak sholeh waktu tualang,Negatif,Kegiatan Pondok
419,Ponpes Syekh Hasan Yamani,semangat waktu tualang,Negatif,Kualitas Guru
420,Ponpes Syekh Hasan Yamani,alhamdulillah tetap semangat waktu tualang,Positif,Kualitas Guru
421,Ponpes Syekh Hasan Yamani,masyaallah semangat anak sholeh waktu tualang,Negatif,Kegiatan Pondok
422,Ponpes Syekh Hasan Yamani,calon komando vidio hiking santri putra,Netral,Motivasi/Spiritual
423,Ponpes Syekh Hasan Yamani,masa allah moga ujianx anak santri santriwati jalan lancar dapat nilai memuaskn n sehat selalu amiiin liput vidio uji tahriri pondok putra,Positif,Motivasi/Spiritual
424,Ponpes Syekh Hasan Yamani,sehat sukses selalu asuh para samtri berkah ilmu liput vidio uji tahriri pondok putra,Positif,Kegiatan Pondok
425,Ponpes Syekh Hasan Yamani,moga anak sll serba serbi uji tahriri pondok putri syarifah al munawarah,Negatif,Kegiatan Pondok
426,Ponpes Syekh Hasan Yamani,knp mas jokowi serba serbi uji tahriri pondok putri syarifah al munawarah,Positif,Umum
427,Ponpes Syekh Hasan Yamani,semangat nak belajarx serba serbi uji tahriri pondok putri syarifah al munawarah,Netral,Umum
428,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi rojiun moga husnul khotimah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
429,Ponpes Syekh Hasan Yamani,innalillahi wa innailaihi raji un xd allahummag firlaha warhamha wa afiha wa fu anha tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
430,Ponpes Syekh Hasan Yamani,innalillahi wa inna ilaihi rajiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
431,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi raji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
432,Ponpes Syekh Hasan Yamani,innalillahi wa innailahi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
433,Ponpes Syekh Hasan Yamani,innalillahi wainna ilaihi rajiun moga ananda salihah puspawati rahimahallah ampun rahmat tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
434,Ponpes Syekh Hasan Yamani,innalillahi wainna ilahi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
435,Ponpes Syekh Hasan Yamani,innailaihi rajiun moga husnul khatimah alfatihah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
436,Ponpes Syekh Hasan Yamani, tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
437,Ponpes Syekh Hasan Yamani,innalilahi wa inna ilaihi raji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
438,Ponpes Syekh Hasan Yamani,orang mana kasiang alumni mas santri tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
439,Ponpes Syekh Hasan Yamani,innalilahi wa inna ilaihi roji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
440,Ponpes Syekh Hasan Yamani,innalillahi wa inna ilaihi raji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
441,Ponpes Syekh Hasan Yamani,innalillahi wainna ilaihi rajiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
442,Ponpes Syekh Hasan Yamani,innalilahi wainnailaihi raji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
443,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi rojiun al fatihah untuk nak puspa moga husnul khatimah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
444,Ponpes Syekh Hasan Yamani,innalillahi wainnailahi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
445,Ponpes Syekh Hasan Yamani,innalilahi wa innailaihi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
446,Ponpes Syekh Hasan Yamani,innalillahi wa innailaihi rojiun turut dukacita moga husnul khotimah aamiin xd angkat thn berapa tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
447,Ponpes Syekh Hasan Yamani,inna lillahi wa inna ilaihi rojiuun moga allah rahmat tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
448,Ponpes Syekh Hasan Yamani,innalillahi wainnailahi rajiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
449,Ponpes Syekh Hasan Yamani,alfaatihah aamiin yra tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
450,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi roji un smoga husnul khatimah tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
451,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
452,Ponpes Syekh Hasan Yamani,innalilahi wainnailaihi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
453,Ponpes Syekh Hasan Yamani,alfateha unk beliau tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
454,Ponpes Syekh Hasan Yamani,innalillahi wainna ilaihi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
455,Ponpes Syekh Hasan Yamani,alfatiha buat beliau tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
456,Ponpes Syekh Hasan Yamani,innalillahi wainna ilaihi rajiun moga husnul khatimah ananda puspawati tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
457,Ponpes Syekh Hasan Yamani,sehat sukses selalu ustadzah anak santriwati aamiin video liput uji lisan putri,Positif,Kegiatan Pondok
458,Ponpes Syekh Hasan Yamani,masyaallah sehat slluh nak sholehah ku aamiin video liput uji lisan putri,Positif,Kegiatan Pondok
459,Ponpes Syekh Hasan Yamani,semangat ajar anak sholeha ku syahnas syahwa berkah dunia akhirat xd sehat selalu ustadzah santriwati video liput uji lisan putri,Negatif,Kegiatan Pondok
460,Ponpes Syekh Hasan Yamani,moga lancar ujianx naksalam aamin liput vidio uji lisan putra,Netral,Motivasi/Spiritual
461,Ponpes Syekh Hasan Yamani,moga lancar semua uji anakq liput vidio uji lisan putra,Negatif,Motivasi/Spiritual
462,Ponpes Syekh Hasan Yamani,kelas apam liput vidio uji lisan putra,Negatif,Motivasi/Spiritual
463,Ponpes Syekh Hasan Yamani,semangat murid liput vidio uji lisan putra,Positif,Motivasi/Spiritual
464,Ponpes Syekh Hasan Yamani,smangat nak sholeh smoga uji hapalanx brjalan lancar amiiiiiiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
465,Ponpes Syekh Hasan Yamani,semangat nak moga uji hapalanx jalan lancar aamiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
466,Ponpes Syekh Hasan Yamani,masya allah anak uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
467,Ponpes Syekh Hasan Yamani,masyaallah anak shaleh shalehah smoga ujianx brjalan lancar aamiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
468,Ponpes Syekh Hasan Yamani,semangat terus ajar anak anak soleh moga lancarn smua uji nya nk uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
469,Ponpes Syekh Hasan Yamani,masyaallah semangat ujianx anak hafalanx bejalan lancar amiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
470,Ponpes Syekh Hasan Yamani,masyaallah semangat uji nak sholeh moga uji hafal lancar uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
471,Ponpes Syekh Hasan Yamani,moga anak anak semua santri wati beri sehat kuat bisa ikut uji baik lancar aamiin good luck for first semester examination pondok pesantren syekh,Negatif,Kegiatan Pondok
472,Ponpes Syekh Hasan Yamani,masyaallah semangat buat semuaa anak sholeh sholehah sehat slluh pondok good luck for first semester examination pondok pesantren syekh,Positif,Kegiatan Pondok
473,Ponpes Syekh Hasan Yamani,maaf jadi mulai hari ahad bisami besuk anak anak maklumat umum resmi,Negatif,Kegiatan Pondok
474,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah moment langka ustadz pagelaran panggung gembirax asa nonton konser luar biasa saluut ponpes syekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,Negatif,Kegiatan Pondok
475,Ponpes Syekh Hasan Yamani,sukses selalu pondok cinta shyekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,Positif,Kegiatan Pondok
476,Ponpes Syekh Hasan Yamani,masyaallah mengahx view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
477,Ponpes Syekh Hasan Yamani,rasa sangat untung sempat jadi bagi pps hasan yamani meski sebentar moga selalu lahir cipta insan saleh saleha aamiin aamiin aamiin view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
478,Ponpes Syekh Hasan Yamani,alhamdulillah masyaalloh tabarrokalloh view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
479,Ponpes Syekh Hasan Yamani,alhamdulillah allah perna jadi bagi huni hasan yamani alumni pertama santriwati walaupun jadi santriwati pertama santriwati tetap semangat terima kasih ustadz ustadzah atas ilmu abdi miss you hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Kegiatan Pondok
480,Ponpes Syekh Hasan Yamani,rindu masa saat jadi main pentas meski aederhana view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
481,Ponpes Syekh Hasan Yamani,masya allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
482,Ponpes Syekh Hasan Yamani,masyaa allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
483,Ponpes Syekh Hasan Yamani,moga nak putri sukses selalu view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
484,Ponpes Syekh Hasan Yamani,subhanallah mudah anak ad rezeki mondok hasan yamani view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
485,Ponpes Syekh Hasan Yamani,masya allah megahx view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
486,Ponpes Syekh Hasan Yamani,makasih ust ustadzah pondok pesantren syekh hasan yamani telah beri ruang gerak kontribusi dlm kembang potensi seni anak view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
487,Ponpes Syekh Hasan Yamani,izin share view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
488,Ponpes Syekh Hasan Yamani,pesantren mn say view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
489,Ponpes Syekh Hasan Yamani,semangat anak q semoaga sehat slalu dalam sana doa serta slalu view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
490,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
491,Ponpes Syekh Hasan Yamani,masyaallah tabarokallah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
492,Ponpes Syekh Hasan Yamani,pentas dong ustadz view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
493,Ponpes Syekh Hasan Yamani,keren recap vidio maulid pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
494,Ponpes Syekh Hasan Yamani,izin share recap vidio maulid pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
495,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
496,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
497,Ponpes Syekh Hasan Yamani,masyaa allah aamiin robbal alamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
498,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
499,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
500,Ponpes Syekh Hasan Yamani,aamin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
501,Ponpes Syekh Hasan Yamani,amiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
502,Ponpes Syekh Hasan Yamani,klo beginimi ustadzah hadirin hadirat sangat banyak rame sekali ada panggung gembira nya wow sungguh riah luar biasa ustadzah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
503,Ponpes Syekh Hasan Yamani,masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
504,Ponpes Syekh Hasan Yamani,masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
505,Ponpes Syekh Hasan Yamani,kapan pg pondok denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
506,Ponpes Syekh Hasan Yamani, denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
507,Ponpes Syekh Hasan Yamani,masya allah bikin merinding anak luar biasa orang tua didik juara qori al quran tingkat nasional,Negatif,Prestasi
508,Ponpes Syekh Hasan Yamani,masyaalloh tabarrokalloh juara qori al quran tingkat nasional,Positif,Prestasi
509,Ponpes Syekh Hasan Yamani,masyaallah alhamdulillah berkah dunia akhirat juara qori al quran tingkat nasional,Positif,Prestasi
510,Ponpes Syekh Hasan Yamani,alhamdulillah juara qori al quran tingkat nasional,Positif,Prestasi
511,Ponpes Syekh Hasan Yamani,seluruh serta golong ank ank liat live rri samarinda qori syahruddin paling ngetop xd full fowerr persis cara qori syamsuri pirdaus pas mas kecil semogah qori syahruddin sehat selalu tahun depan paling baik seluruh baik amiin juara qori al quran tingkat nasional,Positif,Prestasi
512,Ponpes Syekh Hasan Yamani,masyaallah juara qori al quran tingkat nasional,Positif,Prestasi
513,Ponpes Syekh Hasan Yamani,maa syaa allah benar juara kembar karena nilai sama juara mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
514,Ponpes Syekh Hasan Yamani,subhanallah selamat sukses buat ponpes shy mtq nasional kategori tilawah anak anak syahruddin,Netral,Kegiatan Pondok
515,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
516,Ponpes Syekh Hasan Yamani,alhamdulillah selamat anak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
517,Ponpes Syekh Hasan Yamani,masya allah slmt nak sharul mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
518,Ponpes Syekh Hasan Yamani,masya allah selamat nak mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
519,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
520,Ponpes Syekh Hasan Yamani,maasyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
521,Ponpes Syekh Hasan Yamani,masya allah slmt baut sharul sukses sllu nak ganteng mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
522,Ponpes Syekh Hasan Yamani,masya allah selamat nak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
523,Ponpes Syekh Hasan Yamani,maasyaaallah tabbarakallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
524,Ponpes Syekh Hasan Yamani,masyaaallah sukses selalu nak soleh mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
525,Ponpes Syekh Hasan Yamani,alhamdulillah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
526,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
527,Ponpes Syekh Hasan Yamani,masya allah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
528,Ponpes Syekh Hasan Yamani,alhamdulillohirobbil aalamiiin sudah cikup insya alloh nnti tahun berikutnx yang juaranx mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
529,Ponpes Syekh Hasan Yamani,masya allah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
530,Ponpes Syekh Hasan Yamani,panjang umur abdi amin yra selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
531,Ponpes Syekh Hasan Yamani,barakallah fii umuriq pimpin xd senantiasa rendah hati tawadhu selalu jadi panutan santri selamat ulang tahun ustadz fahri tajuddin,Negatif,Kegiatan Pondok
532,Ponpes Syekh Hasan Yamani,barakallah ust fahri moga sehat selalu panjang umur selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
533,Ponpes Syekh Hasan Yamani,aamiin selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
534,Ponpes Syekh Hasan Yamani,aamiin allahumma aamiin sehatki selalu annangguru fachry tajuddin selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
535,Ponpes Syekh Hasan Yamani,barakallahu fii umuriq nangguru xd xd sehat terus xd sukses terus selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
536,Ponpes Syekh Hasan Yamani,barakallah fil umrik pak ustadz xd fachry tajuddin panjang umur slalu jadi panutan para santri selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
537,Ponpes Syekh Hasan Yamani,luar biasa kolaborasi guru ustadz fahmi bunda husni uni husni pesantren pernah didik bina bisa skrng xd berkah semua seminar latih public speaking eksplore your talk skill and show your quality bunda husniati s ag uni husni,Negatif,Umum
538,Ponpes Syekh Hasan Yamani,luaaar biasa tim it santri santriwatinya pondok hasan yamani terima kasih atas ruang bagi adik seminar latih public speaking eksplore your talk skill and show your quality bunda husniati s ag uni husni,Negatif,Kegiatan Pondok
539,Ponpes Syekh Hasan Yamani,alhamdulillah sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Positif,Kegiatan Pondok
540,Ponpes Syekh Hasan Yamani,subhanallah sukses dn sehat slalu anak anak soleh sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Negatif,Kegiatan Pondok
541,Ponpes Syekh Hasan Yamani,alhamdulillah sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Positif,Kegiatan Pondok
542,Ponpes Syekh Hasan Yamani,alhamdulillah sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Positif,Kegiatan Pondok
543,Ponpes Syekh Hasan Yamani,alhamdullilah sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Negatif,Kegiatan Pondok
544,Ponpes Syekh Hasan Yamani,alhamdulillah sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Positif,Kegiatan Pondok
545,Ponpes Syekh Hasan Yamani,semangat teman teman liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
546,Ponpes Syekh Hasan Yamani,mohon izin share pak ustadz liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
547,Ponpes Syekh Hasan Yamani,masya allah sehat selalu nak liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
548,Ponpes Syekh Hasan Yamani, liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
549,Ponpes Syekh Hasan Yamani,masya allah sehat selalu adek liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
550,Ponpes Syekh Hasan Yamani,mohon izin share pak ustadz liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
551,Ponpes Syekh Hasan Yamani,semangat dek uji tulis,Netral,Fasilitas
552,Ponpes Syekh Hasan Yamani,semangat yach anak uji tulis,Negatif,Fasilitas
553,Ponpes Syekh Hasan Yamani,aamiin uji tulis,Positif,Fasilitas
554,Ponpes Syekh Hasan Yamani,sehat slalu semangat ana uji tulis,Negatif,Fasilitas
555,Ponpes Syekh Hasan Yamani,semangat trus anakq smoga kelak kalian jadi anak sukses insya allah xd amiiiiiiin uji tulis,Positif,Fasilitas
556,Ponpes Syekh Hasan Yamani,pondok bgtu indah moga depan jadi pondok pesantren unggul polman aamiin uji tulis,Netral,Fasilitas
557,Ponpes Syekh Hasan Yamani,sehat selalu ust ustdzah xd selamat datang pondok tercintah selamat datang para santri santriwati baru pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
558,Ponpes Syekh Hasan Yamani,sehat selalu kuat seluruh santri santriwati ustadz ustadzah rindu ganti do a baik anak anak cinta do a antum min sehat selalu semangat update proses anak anak di pondok syukron min selamat datang para santri santriwati baru pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
559,Ponpes Syekh Hasan Yamani,selamat juang selamat datang para santri santriwati baru pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
560,Ponpes Syekh Hasan Yamani,assalamualaikum bagaimana cara dapat informasi pondok hasan yamani putri ada no uztsah bisa hubung hal mksh belum uji muhadarah uji tahap akhir pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
561,Ponpes Syekh Hasan Yamani,moga uji jalan lamcar uji lisan latih mentalitas santri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
562,Ponpes Syekh Hasan Yamani,tunggu tarailu ustaz smg seht semua nya liput vidio kunjung perdana yamani sapa santri alumni ymsa konsulat majene,Negatif,Motivasi/Spiritual
563,Ponpes Syekh Hasan Yamani,mudah an sehat semua ki ustad ustadzah liput vidio kunjung perdana yamani sapa santri alumni ymsa konsulat majene,Negatif,Kegiatan Pondok
564,Ponpes Syekh Hasan Yamani,massyaallah sehat slalu anak santri vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
565,Ponpes Syekh Hasan Yamani,masya allah vibes sya ban versi santri hasan yamani,Positif,Kegiatan Pondok
566,Ponpes Syekh Hasan Yamani,masha allah ananda ku antara sehat selalu anak anak sholeh sholehah vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
567,Ponpes Syekh Hasan Yamani,fauzan fauzan amien terima kasih vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
568,Ponpes Syekh Hasan Yamani,aamiin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
