no,ponpes,text_combined,sentimen_lexicon,aspek_manual
434,Ponpes Syekh Hasan Yamani,innalillahi wainna ilahi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
"306,PPM AL-Ikhlash Lampoko,""Masya allah terima kasih atas semua ustadz ikan anak tanpa ustadz anak bukan siapa siapa, moga allah balas amal jariah ustadz salam orang-santri salam rindu pimpin ponpes modern al ikhlash lampoko"",Positif,Umum"
81,PPM AL-Ikhlash Lampoko,moga mudah aamiin final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas
254,PPM AL-Ikhlash Lampoko,alhamdulillah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
"744,Ponpes Salafiyah Parappe,""Moga uji thobaqohnya mudah semua allah akan laksana uji thobaqoh tahap ii pada bulan november,"",Negatif,Motivasi/Spiritual"
412,Ponpes Syekh Hasan Yamani,semngat anak soleh latih laskar scout,Negatif,Fasilitas
382,Ponpes Syekh Hasan Yamani,masya allah anak sholeh sehat selalu pondok nak potret suasana santri buka puasa nisfu sya ban h,Netral,Kegiatan Pondok
136,PPM AL-Ikhlash Lampoko,Kakak masih tanding besok arti tanding karate antar putri live,Positif,Kualitas Guru
207,PPM AL-Ikhlash Lampoko,Masya allah al ikhlash luas biasa maju terus yel yel ppm,Positif,Umum
299,PPM AL-Ikhlash Lampoko,masya allah moga d mudah semua ank dlm menghapal al qur an aamiin selamat lewat uji tahfizhul qur an,Positif,Umum
290,PPM AL-Ikhlash Lampoko,Masya Allah selamat sukses para siswa telah menyelesaikan target hafalan program tahfizhul qur an,Positif,Kegiatan Pondok
598,Ponpes Syekh Hasan Yamani,selamat juang nak santri santriwati hebat hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
593,Ponpes Syekh Hasan Yamani,: semoga berhasil dalam ujianx xd aamiin xd ananda nisrina meylani salsabila amran murojaah al a mmah tolak ukur memahami kuasa ajar,Negatif,Fasilitas
"482,Ponpes Syekh Hasan Yamani,""Masyaa Allah, view atas udara acara konser amal seni siswa panggung gembira"",Negatif,Lingkungan"
631,Ponpes Syekh Hasan Yamani,wahai allah ampun guru guru dan orang telah ajar sayang mulia dengan keridhaan mu agung tempat nang sisi mu wahai maha sayang antara sayang murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Negatif,Sosial
548,Ponpes Syekh Hasan Yamani, liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
207,PPM AL-Ikhlash Lampoko,masya allah al ikhlas luas biasa maju terus yel yel ppm al ikhlash,Positif,Umum
"219,PPM AL-Ikhlash Lampoko,""Alhamdulillah, smps al ikhlash LAMPOKO menjadi juara 1 dalam perlombaan gerak jalan"",Positif,Umum"
547,Ponpes Syekh Hasan Yamani,Masya allah sehat selalu nak liput vidio para alumni baru ziarah ke makam syech hasan yamani,Negatif,Kegiatan Pondok
10,PPM AL-Ikhlash Lampoko,semangat sukses nak aamiin alhamdulillah ananda muh dzaki as syafiq laksana tasmi al qur an pukul wita sore pondok pesantren modern al ikhlash,Positif,Umum
226,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
740,Ponpes Salafiyah Parappe,moga mudah semua usaha anak anak santri ikut uji semua amin amin wali santri nizaska cha cha manding sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
568,Ponpes Syekh Hasan Yamani,Aamiin Aktivitas Santri Phy Dzikir Pagi Al Ma Tsurat,Negatif,Sosial
621,Ponpes Syekh Hasan Yamani,Aamiin ya Rabbal Alamin... ...Madrasah fest Jakarta Wakil Sulbar,Positif,Fasilitas
21,PPM AL-Ikhlash Lampoko,Mantap memilih milu alhamdulillah selamat lubnah maysuri asrafat ketua ospi putri periode,Positif,Motivasi/Spiritual
530,Ponpes Syekh Hasan Yamani,panjang umur abdi amin yra selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
228,PPM AL-Ikhlash Lampoko,masya allah sm sini wono kk ustads pesantren darul hasanah juara putri alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
720,Ponpes Salafiyah Parappe,amiin laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
638,Ponpes Salafiyah Parappe,Luar biasa anak-anak yatim menerima siswa baru di pondok salafiyah parappe,Negatif,Kegiatan Pondok
"439,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun, anak-anak yatim alumni salihah puspawati."",Negatif,Pembinaan Karakter"
162,PPM AL-Ikhlash Lampoko, konten santri,Netral,Akademik
669,Ponpes Salafiyah Parappe,masya allah hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
616,Ponpes Syekh Hasan Yamani,aamiin yaallah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
616,Ponpes Syekh Hasan Yamani,Aamiin yaallah wakil south africa madrasah fest jakrt wakil south africa,Positif,Fasilitas
222,PPM AL-Ikhlash Lampoko,Alhamdulillah smps al ikhlash lampoko berhasil menjadi juara II dalam perlombaan jalan sehat,Positif,Umum
265,PPM AL-Ikhlash Lampoko,Haru dn bangga melihat semangat anak ppm al ikhlas xg luar biasa suasana upacara agustusan,Positif,Umum
"284,PPM AL-Ikhlash Lampoko,""Selamat sukses untuk nak faqih beberapa hari umum sempat malam rumah malam pas pulang pamit nak faqih bilang terima kasih tante tante, semoga sukses untuk nak faqih lulus, semoga sukses untuk menjadi Abdi Negara yang santun, sopan, dan tahan lama, alumni ppm al ikhlash lampoko atas kelulusan uji bintara polisi"",Positif,Umum"
601,Ponpes Syekh Hasan Yamani,selamat sukses uji hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
188,PPM AL-Ikhlash Lampoko,alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas
128,PPM AL-Ikhlash Lampoko,aqila zahra tanding pencak silat antar putri live,Positif,Kualitas Guru
522,Ponpes Syekh Hasan Yamani,masya allah selamat nak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
756,Ponpes Salafiyah Parappe,: mntp spy jaga keamanan pondok tdk terlalu beri ganjar tdk sesuai atur lindung anak pondok salafiyah parappe putri ada kegiatan sosialisasi tema cegah tangan keras satu,Negatif,Kegiatan Pondok
173,PPM AL-Ikhlash Lampoko,sehat sehatki nak dsna moga selalu sehat pesan santri keluarga ada rumah,Negatif,Kualitas Guru
46,PPM AL-Ikhlash Lampoko,masya allah moga lain bsa pondok pesantren modern al ikhlash lampoko lepas santri alumni lulus al azhar mesir,Positif,Umum
540,Ponpes Syekh Hasan Yamani,subhanallah sukses dn sehat slalu anak anak soleh sambut hari merdeka santri pondok pesantren syekh hasan yamani ikut lomba gerak jalan kec campalagian,Negatif,Kegiatan Pondok
"430,Ponpes Syekh Hasan Yamani,""Innalillahi wa inna ilaihi rojiun, tinggal anak-anak salihah alumni puspawati"",Negatif,Pembinaan Karakter"
491,Ponpes Syekh Hasan Yamani,masyaallah tabarokallah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
576,Ponpes Syekh Hasan Yamani,sy wali santri wati klsc atas nm st nur fadilah sngt senang lihat postingan hasanyamani segenap keluarga besar pondok pesantren syekh hasan yamani ucap selamat ingat isra mi raj nabi muhammad saw,Negatif,Kegiatan Pondok
134,PPM AL-Ikhlash Lampoko,Kakak-beradik tanding di Pencak-Sil Antar Putri Live,Positif,Kualitas Guru
574,Ponpes Syekh Hasan Yamani,fauzan fauzan amien aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
53,PPM AL-Ikhlash Lampoko,masyaallah selamat yach nak moga lebih baik depan dzaka al karim dhiaulhaq hasil rebut medali emas kelas u putra turnamen taekwondo kemenpora cup palu,Positif,Fasilitas
686,Ponpes Salafiyah Parappe,masya allah moga lulus kasi anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
486,Ponpes Syekh Hasan Yamani,: makasih ustadz pondok syech hasan yamani telah beri ruang gerak kontribusi dlm pengembangan potensi seni anak view atas udara acara rutin apresiasi seni anak murid panggung gembira,Negatif,Lingkungan
"369,Ponpes Syekh Hasan Yamani,""Masya Allah moga anak fokus ibadah tuju ramadan sehat selalu, ustadz sdh bimbing anak libur ramadan semakin dekat,"",Negatif,Kegiatan Pondok"
237,PPM AL-Ikhlash Lampoko,Alhamdulilah smps al ikhlash lampoko menjadi juara 1 dalam perlombaan gerak jalan,Positif,Umum
584,Ponpes Syekh Hasan Yamani,masya allah istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
496,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
553,Ponpes Syekh Hasan Yamani,aamiin uji tulis,Positif,Fasilitas
492,Ponpes Syekh Hasan Yamani,Pentas dong ustadz view atas udara acara yang menyenangkan apresiasi seni Santri panggung gembira,Negatif,Lingkungan
"728,Ponpes Salafiyah Parappe,""Alhamdulillah mudah, ikut uji Allah sebentar akan laksana uji coba thobaqoh tahap ii tanggal november,"",Positif,Motivasi/Spiritual"
33,PPM AL-Ikhlash Lampoko,Masyaallah nanda farhan moga ttp istiqomah tembus jus ananda farham laksana tasmi al-Qur an pukul wita,Positif,Umum
331,PPM AL-Ikhlash Lampoko,Selamat berjuang anak sholeh sholehah semoga allah mudahkan segala urusan nilai akhir semester ganjil tahun ajar,Positif,Fasilitas
771,Ponpes Salafiyah Parappe,amiiiin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
519,Ponpes Syekh Hasan Yamani,masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
482,Ponpes Syekh Hasan Yamani,masyaa allah view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
487,Ponpes Syekh Hasan Yamani,Izin share view atas udara acara amalan seni panggung gembira siswa sekolah menengah atas,Negatif,Lingkungan
414,Ponpes Syekh Hasan Yamani,Semangat nak accank latih SCout,Negatif,Fasilitas
802,Ponpes Salafiyah Parappe,Masyaallah semangat anak ilmuny berkah musyawarah kitab fathul qarib antar siswawati thobaqoh fathul qorib fathul mu in pdf ulya pdf wustho,Negatif,Motivasi/Spiritual
57,PPM AL-Ikhlash Lampoko,alhamdulillah slamat ats prestasix dn sukses slalu muh akhsay saputra atas prestasi raih juara pilih jadi duta ajar sulawesi barat tahun,Negatif,Fasilitas
314,PPM AL-Ikhlash Lampoko,yuyun hamid live tasmi putri,Positif,Kualitas Guru
12,PPM AL-Ikhlash Lampoko,jenjang didik apa peluang beasiswa tunisia santri al ikhlash lampoko sulawesi barat,Negatif,Umum
461,Ponpes Syekh Hasan Yamani,Moga lancar semua uji anakq liput vidio uji lisan putra,Negatif,Motivasi/Spiritual
"444,Ponpes Syekh Hasan Yamani,""Innalillahi wainna ilaihi rojiun, anak-anak salihah puspawati alumni salihah"",Negatif,Pembinaan Karakter"
545,Ponpes Syekh Hasan Yamani,semangat teman teman liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
216,PPM AL-Ikhlash Lampoko,masyaallah luar biasa baris alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
478,Ponpes Syekh Hasan Yamani,Alhamdulillah masyaalloh tabarrokalloh view atas udara acara Gathering Seni Santri Panggung Gembira,Negatif,Lingkungan
229,PPM AL-Ikhlash Lampoko,Selamat Tahun Baru Smps Al Ikhlas Lampoko Juara Ajang Kejuaraan Gerakan Jalan,Positif,Umum
"342,PPM AL-Ikhlash Lampoko,""Selamat sukses pak ustadz, jadi siapa yang akan memimpin pondok sekarang selamat sukses pak ust ihsan zainuddin Lc.D."",Positif,Kegiatan Pondok"
573,Ponpes Syekh Hasan Yamani,muslimah qasim amien aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
345,Ponpes Syekh Hasan Yamani,masyaallah tabarakallah moga anak anak semua sehat ada alif imam zaki kelas a selamat jalan uji nak moga kamu dapat hasil baik aamin liput vidio workshop sehat mental santri stop bullying,Negatif,Kegiatan Pondok
492,Ponpes Syekh Hasan Yamani,pentas dong ustadz view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
729,Ponpes Salafiyah Parappe,Bismillah moga uji coba anak hanya sebentar akan laksana uji coba thobaqoh tahap ii pada bulan november,Positif,Motivasi/Spiritual
388,Ponpes Syekh Hasan Yamani,fajri rahmawati pondok fahmi ee ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
395,Ponpes Syekh Hasan Yamani, ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
347,Ponpes Syekh Hasan Yamani,Tabarakallah sehat selalu anak sholeh datang ke pondok hasan yamani,Negatif,Kegiatan Pondok
586,Ponpes Syekh Hasan Yamani,masya allah tabarakahllah berkah selalu istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
111,PPM AL-Ikhlash Lampoko,Tingkat apa tanding putri Pencaksilat live,Positif,Kualitas Guru
526,Ponpes Syekh Hasan Yamani,Masyaallah mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
570,Ponpes Syekh Hasan Yamani,amin rabbal alamin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
388,Ponpes Syekh Hasan Yamani,Fajri rahmawati pondok fahmi ee ubur ubur ikan lele ayo hasan yamani leee,Netral,Akademik
684,Ponpes Salafiyah Parappe,masya allah xd smoga putri q naik k kitab slnjut ny aamiiin xd xd trims tak t hingga ustadzah snntiasa m bimbing anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
769,Ponpes Salafiyah Parappe,Masya allah sehat selalu nak galeri buka porseni antar-santriwati pondok salafiyah parappe putri tema kompak kompetisi ukir prestasi bangun karakter islami,Negatif,Akademik
567,Ponpes Syekh Hasan Yamani,fauzan fauzan amien terima kasih vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
402,Ponpes Syekh Hasan Yamani,Insyaa Allah istiqomah penuh berkah sehat selalu untuk seluruh para asatidz asaidzah phy aamiin kelas a kmi muadalah putra,Positif,Kegiatan Pondok
"677,Ponpes Salafiyah Parappe,""Selamat Hari Guru, terima kasih, membimbing anak kami sehat, semangat, berkat dari setiap guru, selamat Hari Guru, guru hebat Indonesia kuat"",Positif,Sosial"
367,Ponpes Syekh Hasan Yamani,Siappp ibu cantik libur ramadan semakin dekat,Negatif,Kualitas Guru
"164,PPM AL-Ikhlash Lampoko,""Masya allah, Konten Santri"",Positif,Kegiatan Pondok"
33,PPM AL-Ikhlash Lampoko,masyaallah nanda farhan moga ttp istiqomah tembus jus ananda farham laksana tasmi al qur an pukul wita pondok pesantren modern al ikhlash,Positif,Umum
798,Ponpes Salafiyah Parappe,masya allah hebatx anak syaleha semua moga dpt jadi cermin bg adik adikx musyawarah kitab fathul qarib antar santriwati thobaqah fathul qorib fathul mu in pdf ulya pdf wustho,Negatif,Motivasi/Spiritual
787,Ponpes Salafiyah Parappe,Kak hikmaa sehat selalu tempat baruta ustadzah moment haru pisah salah satu asafidzah pondok salafiyah parappe putri ustadzah nur hidayah syahdan tempat tugas baru nya,Negatif,Kegiatan Pondok
26,PPM AL-Ikhlash Lampoko,selamat nak muslim pilih jadi ketua ospi tahun xd rangkul semua teman temanta saudarata nak biar bangga jadi bagi alumni pondok pesantren modern al ikhlash alhamdulillah selamat muslim santri kelas xi merdeka ketua ospi putra periode,Positif,Motivasi/Spiritual
577,Ponpes Syekh Hasan Yamani,Bisakah ki hadir ee untuk bersilaturahmi dalam raport semester genap tahun ajaran syekh hasan yamani,Negatif,Kegiatan Pondok
28,PPM AL-Ikhlash Lampoko,Assalamualaikum warahmatullahi wabarakatu sembah al-Ikhlas pondok al-Ikhlas doa kalian menjadi orang baik sukses pilih ketua ospi putri,Positif,Kegiatan Pondok
457,Ponpes Syekh Hasan Yamani,sehat sukses selalu ustadzah anak santriwati aamiin video liput uji lisan putri,Positif,Kegiatan Pondok
49,PPM AL-Ikhlash Lampoko,selamat sukses dzaka al karim dhiaulhaq hasil rebut medali emas kelas u putra turnamen taekwondo kemenpora cup palu,Positif,Fasilitas
"370,Ponpes Syekh Hasan Yamani,""Otw jemput besok, in syaa allah anak shalihahku adhya ul muskinah libur ramadan semakin dekat"",Positif,Kualitas Guru"
436,Ponpes Syekh Hasan Yamani,Tinggal anak-anak salihah puspawati alumni SPS,Negatif,Pembinaan Karakter
260,PPM AL-Ikhlash Lampoko,Bangga dg ppm al ikhlash lampoko suasana upacara agustus,Positif,Umum
215,PPM AL-Ikhlash Lampoko,Alhamdulillah smps al ikhlash lampoko menjadi juara 1 lomba gerak jalan,Positif,Umum
165,PPM AL-Ikhlash Lampoko,ank sholeh hebat konten santri,Netral,Akademik
185,PPM AL-Ikhlash Lampoko,masyaallah alhamdulillah selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas
"544,Ponpes Syekh Hasan Yamani,""Alhamdulillah, sambut hari merdeka, para peserta lomba gerak jalan kec campalagian dari pondok syech hasan yamani"",Positif,Kegiatan Pondok"
252,PPM AL-Ikhlash Lampoko,masyaallah alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
182,PPM AL-Ikhlash Lampoko,Masyaallah sukses selalu ki anak-anak semangat selamat dua siswa hebat m akhsay saputra ainun aulia zulkifly telah berhasil lolos hingga tahap final memilih duta ajar satria barat,Negatif,Fasilitas
332,PPM AL-Ikhlash Lampoko,moga allah mudah segala sehat slalu semangat kejar cita nya nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
797,Ponpes Salafiyah Parappe,Masya allah ankku tidak kliatan Galeri Buka Ta Aruf Santriwati Baru di pondok salafiyah parappe putri,Negatif,Kegiatan Pondok
404,Ponpes Syekh Hasan Yamani,amien kelas a kmi muadalah putra,Negatif,Sosial
"340,PPM AL-Ikhlash Lampoko,""Moga sehat selalu, mudah segala urusan, sukses selalu untuk ustadz ihsan zainuddin lc dipl telah memilih serta mendaur ulang pendidikan intensif universitas ummul quro mek"",Positif,Kegiatan Pondok"
617,Ponpes Syekh Hasan Yamani,Aamiin allah madrasah fest jakbar wakil south-south,Positif,Fasilitas
"194,PPM AL-Ikhlash Lampoko,""Masya Allah, perlombaan jalan-jalan tingkat kabupaten"",Positif,Umum"
547,Ponpes Syekh Hasan Yamani,masya allah sehat selalu nak liput vidio santri baru ziarah makam oebdiri pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
341,PPM AL-Ikhlash Lampoko,alhamdulillah selamat sukses doa baik untukta ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
296,PPM AL-Ikhlash Lampoko,Selmt na moga sukses selalu dlm tutut ilmu akn bangga orangtua lsn lolos ke tingkat nasional di olimpiade sains nasional olimpiade matematika,Positif,Kegiatan Pondok
712,Ponpes Salafiyah Parappe,maasyaallah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas
690,Ponpes Salafiyah Parappe,Moga anak-anak lulus galeri umum hasil uji thobaqoh tahap ii di ihya ulumiddin putri,Positif,Fasilitas
"642,Ponpes Salafiyah Parappe,""Tanya, kalau laki laki hari apa pulangnya tiba tiba libur?"",Negatif,Kualitas Guru"
654,Ponpes Salafiyah Parappe,Aamiin semogah jalan lancar laksanakan uji thobaqoh tahap iii ujian tulis selenggara februari,Positif,Fasilitas
"11,PPM AL-Ikhlash Lampoko,""Masyaallah, ada peluang untuk beasiswa tunisia untuk para tunisia di Al Ikhlas Lampoko, Sulbar"",Netral,Umum"
219,PPM AL-Ikhlash Lampoko,alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
495,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
"575,Ponpes Syekh Hasan Yamani,""Maasyaaallah tabbarakallah, seluruh keluarga besar pondok syech hasan yamani mengucapkan selamat datang di isra mi raj nabi muhammad saw"",Negatif,Kegiatan Pondok"
"287,PPM AL-Ikhlash Lampoko,""Selamat sukses, semoga amanah dan berkah, selamat untuk alumni ppm al ikhlash lampoko atas kelulusan bintara polisi"",Positif,Umum"
287,PPM AL-Ikhlash Lampoko,selamat sukses moga amanah kembang amanah aamiin selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
635,Ponpes Salafiyah Parappe,mantap selamat datang koperasi putri pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
269,PPM AL-Ikhlash Lampoko,semangat gasssspollll latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum
6,PPM AL-Ikhlash Lampoko,aamiin moga giat di lancar kati allah swt alhamdulillah ananda muh dzaki as syafiq laksana tasmi al qur an pukul wita sore pondok pesantren modern al ikhlash,Positif,Umum
797,Ponpes Salafiyah Parappe,masya allah ankku tidak kliatan galeri buka ta aruf santriwati baru pondok pesantren salafiyah parappe putri,Negatif,Kegiatan Pondok
"758,Ponpes Salafiyah Parappe,""Aamiin selamat ulang tahun negara cinta tanah air, semoga tetap aman damai dan berlimpah barokah"",Positif,Kegiatan Pondok"
368,Ponpes Syekh Hasan Yamani,Semangat libur ramadan semakin dekat,Netral,Kualitas Guru
420,Ponpes Syekh Hasan Yamani,alhamdulillah tetap semangat waktu tualang,Positif,Kualitas Guru
614,Ponpes Syekh Hasan Yamani,masya allah moga ananda sajiah dapat hasil baik dapat harum nama pondok pesantren syekh hasan yamani aamiin yaa rabbal aalamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
204,PPM AL-Ikhlash Lampoko,Yel-yel ppm al ikhlash,Positif,Umum
297,PPM AL-Ikhlash Lampoko,Alhamdulillah lancar terus terus bangsa lolos ke tingkat provinsi olimpiade sains nasional olimpiade matematika,Netral,Umum
504,Ponpes Syekh Hasan Yamani,Masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
683,Ponpes Salafiyah Parappe,masya allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
128,PPM AL-Ikhlash Lampoko,Aqila zahra tanding putri - Pencakur Salju live,Positif,Kualitas Guru
599,Ponpes Syekh Hasan Yamani,Weee kasi mo na sebntrji klo ini jauh ka libur tentu hubungi akan laksana uji mid semester pelajar siswa siswawati izin kunjung tidak lama masa uji sebut,Negatif,Motivasi/Spiritual
670,Ponpes Salafiyah Parappe,terima kasih laku cerah anak moga amal ibadah semua asuh pondok pesantren tetap lindung allah swt hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
384,Ponpes Syekh Hasan Yamani,Masyaallah tabarakallah potret suasana buka puasa nisfu sya banh,Negatif,Kegiatan Pondok
32,PPM AL-Ikhlash Lampoko,Maasyaallah tabarakallah nak ananda farham laksana tasmi al-Qur an pukul wita di pondok modern al ikhlash,Netral,Umum
"335,PPM AL-Ikhlash Lampoko,""Selamat sukses untuk ustadz ihsan zainuddin lc dipl telah memilih serta mendaur ulang pendidikan intensif universitas ummul quro mek, selamat sukses untuk pimpin pondok modern al ikhlash lampoko,"",Positif,Kegiatan Pondok"
600,Ponpes Syekh Hasan Yamani,trima kasih infox ustadz xd selamat juang buat ananda nisrina meylani salsabila amran serta santi santriwati smoga selalu beri mudah tiap langkahx xd succes buat smua xd amin hubung akan laksana uji mid semester santri santriwati izin kunjung tiada lama masa uji sebut,Negatif,Motivasi/Spiritual
83,PPM AL-Ikhlash Lampoko,rifqa tanding pencak silat antar putri live,Positif,Kualitas Guru
346,Ponpes Syekh Hasan Yamani,masyaallah nak sholehku depan sehat sana nak moga allah meridhoi juang tuntut ilmu dunia akhirat aamiin allah absen umum,Positif,Prestasi
348,Ponpes Syekh Hasan Yamani,Ingat masa lalu d pondok datang di pondok murid pondok hasan yamani,Negatif,Kegiatan Pondok
805,Ponpes Salafiyah Parappe,Bisa share untuk membuka daftar calon Santriwati di pondok salafiyah parappe,Negatif,Kegiatan Pondok
717,Ponpes Salafiyah Parappe,allah mudah semua uji tobaqoh anak santri ppap utama dua putri sholehaku allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
661,Ponpes Salafiyah Parappe,assalamualaikum bu ustazah mau tanya tgl berapa pulang santriwati informasi izin santri tutup,Negatif,Kegiatan Pondok
71,PPM AL-Ikhlash Lampoko,masyaallah sukses semua anak telah toreh ptestasi inshaallah kelak akan jadi bekal jawab tantang lbh sulit masa datang ucap terimakasih setinggi para ustad n ustadzah telah bimbing n ajar ilmu tdk nilai anak hingga antar anak pondok pesantren al ikhlas lampoko raih prestasi khusus ananda alfarizqi prestasi tdk henti smp sini nak terus asah mampu n bakat sukses buat semua anakq selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Negatif,Akademik
620,Ponpes Syekh Hasan Yamani,MASJID FEST JOGJA Wakil Sulbar,Netral,Fasilitas
762,Ponpes Salafiyah Parappe,sukses selalu pondok pes salafiyah parappe seremonial buka porseni antar santriwati pondok pesantren salafiyah parappe,Netral,Kegiatan Pondok
201,PPM AL-Ikhlash Lampoko,masya alloh kereen luar biasa yel yel ppm al ikhlash,Negatif,Umum
121,PPM AL-Ikhlash Lampoko,Bapak tanding antar putri dalam tanding live,Positif,Kualitas Guru
655,Ponpes Salafiyah Parappe,moga lancar uji anak semua utama nurzahra alya nabila askar aamiin xd semangat anak laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
51,PPM AL-Ikhlash Lampoko,Alhamdulillah luar biasa nanda dzaka al karim dhiaulhaq peraih medali emas kelas u putra di Kejuaraan Taekwondo Kementerian Pemuda dan Olahraga palu,Positif,Fasilitas
"718,Ponpes Salafiyah Parappe,""Aamiin laksana uji alih thobaqoh tahap ii,"",Positif,Motivasi/Spiritual"
475,Ponpes Syekh Hasan Yamani,sukses selalu pondok cinta shyekh hasan yamani lembar sejarah kami ukir lalu rajut sama tegak nilai juang,Positif,Kegiatan Pondok
780,Ponpes Salafiyah Parappe,aamiin robbal alamin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
636,Ponpes Salafiyah Parappe,mantap selamat datang koperasi putri pondok pesantren salafiyah parappe,Positif,Kegiatan Pondok
62,PPM AL-Ikhlash Lampoko,Luar biasa penutupan juara antar-santri PP Al Ikhlash,Negatif,Umum
217,PPM AL-Ikhlash Lampoko,Alhamdulilah smps al ikhlash lampoko menjadi juara 1 dalam perlombaan senam keliling,Positif,Umum
506,Ponpes Syekh Hasan Yamani, denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
"779,Ponpes Salafiyah Parappe,""Aaaaaaamin mulia hari hari mulia, semoga Allah mulia dunia akhirat kita,"",Positif,Prestasi"
806,Ponpes Salafiyah Parappe,iya bisa share buka daftar santriwati baru pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
